state name,city name,year,month,day of week,time of day,accident severity,number of vehicles involved,vehicle type involved,number of casualties,number of fatalities,weather conditions,road type,road condition,lighting conditions,traffic control presence,speed limit (km/h),driver age,driver gender,driver license status,alcohol involvement,accident location details,latitude,longitude,number_of_death,hour,date,location,severity,vehicle,vehicles_count,casualties,fatalities,weather,road_type,road_condition,lighting,traffic,speed,age,gender,license,alcohol,lat,lng,age_group,is_weekend
Karnataka,Mysore,2018,January,Saturday,19:34,Serious,1,Two-Wheeler,0,2,Rainy,State Highway,Wet,Daylight,Signals,37,28,Male,Expired,Yes,Intersection,18.1866724,94.88302807,2,19,2018-01-01,Karnataka - Mysore,Serious,Two-Wheeler,1,0,2,Rainy,State Highway,Wet,Daylight,Signals,37,28,Male,Expired,Yes,18.1866724,94.88302807,Young,True
Mizoram,Unknown,2019,February,Wednesday,08:12,Fatal,4,Car,3,1,Hazy,State Highway,Wet,Dusk,Signs,80,68,Male,,Yes,Straight Road,8.54192234,83.65875678,1,8,2019-02-01,Mizoram - Unknown,Fatal,Car,4,3,1,Hazy,State Highway,Wet,Dusk,Signs,80,68,Male,,Yes,8.54192234,83.65875678,Senior,False
Haryana,Unknown,2018,June,Friday,06:56,Serious,2,Pedestrian,8,5,Rainy,State Highway,Wet,Dawn,Police Checkpost,30,23,Male,,Yes,Intersection,16.69613747,92.41896554,6,6,2018-06-01,Haryana - Unknown,Serious,Pedestrian,2,8,5,Rainy,State Highway,Wet,Dawn,Police Checkpost,30,23,Male,,Yes,16.69613747,92.41896554,Young,False
Jammu and Kashmir,Unknown,2023,August,Monday,23:54,Fatal,2,Cycle,10,1,Foggy,State Highway,Dry,Daylight,,94,63,Female,Valid,Yes,Intersection,13.70909619,83.10778134,1,23,2023-08-01,Jammu and Kashmir - Unknown,Fatal,Cycle,2,10,1,Foggy,State Highway,Dry,Daylight,,94,63,Female,Valid,Yes,13.70909619,83.10778134,Senior,False
Maharashtra,Mumbai,2022,July,Saturday,09:37,Serious,3,Car,10,3,Foggy,Village Road,Dry,Dark,Signs,101,67,Male,,No,Intersection,16.84242851,86.08398495,2,9,2022-07-01,Maharashtra - Mumbai,Serious,Car,3,10,3,Foggy,Village Road,Dry,Dark,Signs,101,67,Male,,No,16.84242851,86.08398495,Senior,True
Kerala,Unknown,2018,September,Tuesday,23:21,Minor,3,Truck,2,4,Stormy,National Highway,Dry,Dusk,Police Checkpost,71,39,Female,Expired,No,Intersection,11.23357756,70.58460853,8,23,2018-09-01,Kerala - Unknown,Minor,Truck,3,2,4,Stormy,National Highway,Dry,Dusk,Police Checkpost,71,39,Female,Expired,No,11.23357756,70.58460853,Adult,False
Tripura,Unknown,2019,November,Wednesday,21:54,Minor,4,Bus,0,1,Stormy,State Highway,Dry,Dark,,92,64,Male,Valid,Yes,Bridge,32.04423658,89.90284219,5,21,2019-11-01,Tripura - Unknown,Minor,Bus,4,0,1,Stormy,State Highway,Dry,Dark,,92,64,Male,Valid,Yes,32.04423658,89.90284219,Senior,False
Kerala,Unknown,2020,December,Thursday,03:43,Minor,5,Bus,1,2,Clear,Urban Road,Wet,Dusk,,97,55,Female,Valid,No,Bridge,24.02699625,71.70369103,5,3,2020-12-01,Kerala - Unknown,Minor,Bus,5,1,2,Clear,Urban Road,Wet,Dusk,,97,55,Female,Valid,No,24.02699625,71.70369103,Mid-age,False
Himachal Pradesh,Unknown,2019,July,Thursday,22:25,Serious,4,Pedestrian,2,5,Foggy,Urban Road,Damaged,Dusk,Signs,48,18,Female,Expired,Yes,Curve,26.33576262,91.95596128,9,22,2019-07-01,Himachal Pradesh - Unknown,Serious,Pedestrian,4,2,5,Foggy,Urban Road,Damaged,Dusk,Signs,48,18,Female,Expired,Yes,26.33576262,91.95596128,Teen,False
Chandigarh,Unknown,2019,October,Wednesday,00:47,Fatal,3,Auto-Rickshaw,5,2,Stormy,State Highway,Dry,Dark,Signals,112,27,Female,Expired,No,Bridge,29.30762344,90.67881454,3,0,2019-10-01,Chandigarh - Unknown,Fatal,Auto-Rickshaw,3,5,2,Stormy,State Highway,Dry,Dark,Signals,112,27,Female,Expired,No,29.30762344,90.67881454,Young,False
Punjab,Unknown,2023,July,Tuesday,13:26,Fatal,5,Truck,10,0,Clear,National Highway,Wet,Dusk,Police Checkpost,34,59,Male,Expired,No,Straight Road,21.45793937,88.55359623,7,13,2023-07-01,Punjab - Unknown,Fatal,Truck,5,10,0,Clear,National Highway,Wet,Dusk,Police Checkpost,34,59,Male,Expired,No,21.45793937,88.55359623,Mid-age,False
Jharkhand,Unknown,2022,May,Thursday,23:01,Fatal,5,Two-Wheeler,5,0,Hazy,National Highway,Damaged,Dark,,90,52,Female,Valid,Yes,Straight Road,10.34684778,69.04865104,6,23,2022-05-01,Jharkhand - Unknown,Fatal,Two-Wheeler,5,5,0,Hazy,National Highway,Damaged,Dark,,90,52,Female,Valid,Yes,10.34684778,69.04865104,Mid-age,False
Puducherry,Unknown,2018,May,Thursday,19:02,Fatal,2,Car,8,3,Clear,National Highway,Dry,Dusk,,115,28,Female,Valid,Yes,Curve,22.50187663,76.79072232,2,19,2018-05-01,Puducherry - Unknown,Fatal,Car,2,8,3,Clear,National Highway,Dry,Dusk,,115,28,Female,Valid,Yes,22.50187663,76.79072232,Young,False
Telangana,Unknown,2023,March,Monday,16:38,Fatal,2,Bus,5,4,Stormy,National Highway,Wet,Dusk,,101,31,Female,Valid,Yes,Curve,23.84471019,75.63026453,4,16,2023-03-01,Telangana - Unknown,Fatal,Bus,2,5,4,Stormy,National Highway,Wet,Dusk,,101,31,Female,Valid,Yes,23.84471019,75.63026453,Adult,False
Manipur,Unknown,2018,May,Saturday,10:14,Serious,5,Truck,2,2,Foggy,State Highway,Dry,Daylight,,85,52,Female,Valid,No,Bridge,28.1268658,78.44395582,8,10,2018-05-01,Manipur - Unknown,Serious,Truck,5,2,2,Foggy,State Highway,Dry,Daylight,,85,52,Female,Valid,No,28.1268658,78.44395582,Mid-age,True
Mizoram,Unknown,2019,September,Saturday,19:35,Fatal,3,Pedestrian,8,2,Foggy,Urban Road,Wet,Dusk,Signs,49,64,Male,Valid,Yes,Curve,19.65480775,70.54163966,2,19,2019-09-01,Mizoram - Unknown,Fatal,Pedestrian,3,8,2,Foggy,Urban Road,Wet,Dusk,Signs,49,64,Male,Valid,Yes,19.65480775,70.54163966,Senior,True
Mizoram,Unknown,2019,September,Tuesday,06:20,Fatal,3,Two-Wheeler,3,3,Rainy,Urban Road,Dry,Dawn,,94,54,Female,,Yes,Bridge,11.44466818,95.17177687,2,6,2019-09-01,Mizoram - Unknown,Fatal,Two-Wheeler,3,3,3,Rainy,Urban Road,Dry,Dawn,,94,54,Female,,Yes,11.44466818,95.17177687,Mid-age,False
Uttarakhand,Unknown,2019,September,Saturday,05:24,Minor,3,Pedestrian,7,3,Clear,Village Road,Dry,Dawn,Signals,48,45,Male,Valid,No,Intersection,15.66194946,84.06026498,6,5,2019-09-01,Uttarakhand - Unknown,Minor,Pedestrian,3,7,3,Clear,Village Road,Dry,Dawn,Signals,48,45,Male,Valid,No,15.66194946,84.06026498,Adult,True
Andhra Pradesh,Tirupati,2020,May,Friday,18:02,Serious,2,Truck,7,1,Hazy,Urban Road,Wet,Dark,Police Checkpost,111,44,Male,,Yes,Intersection,17.803222,76.86020501,3,18,2020-05-01,Andhra Pradesh - Tirupati,Serious,Truck,2,7,1,Hazy,Urban Road,Wet,Dark,Police Checkpost,111,44,Male,,Yes,17.803222,76.86020501,Adult,False
Uttar Pradesh,Lucknow,2023,October,Friday,07:31,Fatal,2,Pedestrian,10,4,Clear,Village Road,Damaged,Dusk,Signals,113,23,Female,Valid,No,Bridge,25.43976552,79.512464,7,7,2023-10-01,Uttar Pradesh - Lucknow,Fatal,Pedestrian,2,10,4,Clear,Village Road,Damaged,Dusk,Signals,113,23,Female,Valid,No,25.43976552,79.512464,Young,False
Chandigarh,Unknown,2018,July,Thursday,02:51,Fatal,4,Auto-Rickshaw,5,4,Foggy,Urban Road,Under Construction,Daylight,Signs,93,30,Male,,No,Intersection,23.41101423,80.96887367,9,2,2018-07-01,Chandigarh - Unknown,Fatal,Auto-Rickshaw,4,5,4,Foggy,Urban Road,Under Construction,Daylight,Signs,93,30,Male,,No,23.41101423,80.96887367,Young,False
Jammu and Kashmir,Unknown,2019,August,Wednesday,18:24,Fatal,1,Two-Wheeler,6,5,Stormy,Village Road,Wet,Dawn,Signs,78,54,Female,,Yes,Straight Road,17.6146116,85.41723567,2,18,2019-08-01,Jammu and Kashmir - Unknown,Fatal,Two-Wheeler,1,6,5,Stormy,Village Road,Wet,Dawn,Signs,78,54,Female,,Yes,17.6146116,85.41723567,Mid-age,False
Gujarat,Vadodara,2018,February,Monday,10:59,Serious,3,Two-Wheeler,5,1,Clear,State Highway,Dry,Daylight,Police Checkpost,87,23,Male,Expired,Yes,Curve,34.63591172,82.9547034,6,10,2018-02-01,Gujarat - Vadodara,Serious,Two-Wheeler,3,5,1,Clear,State Highway,Dry,Daylight,Police Checkpost,87,23,Male,Expired,Yes,34.63591172,82.9547034,Young,False
Telangana,Unknown,2018,August,Friday,18:00,Serious,5,Auto-Rickshaw,7,0,Foggy,Urban Road,Dry,Daylight,Police Checkpost,70,52,Female,,Yes,Curve,24.35592012,94.66236722,2,18,2018-08-01,Telangana - Unknown,Serious,Auto-Rickshaw,5,7,0,Foggy,Urban Road,Dry,Daylight,Police Checkpost,70,52,Female,,Yes,24.35592012,94.66236722,Mid-age,False
Puducherry,Unknown,2023,September,Tuesday,12:09,Fatal,5,Truck,9,3,Clear,Village Road,Under Construction,Dawn,,90,69,Female,Valid,Yes,Bridge,14.40512338,82.411941,6,12,2023-09-01,Puducherry - Unknown,Fatal,Truck,5,9,3,Clear,Village Road,Under Construction,Dawn,,90,69,Female,Valid,Yes,14.40512338,82.411941,Senior,False
Assam,Unknown,2023,November,Wednesday,03:29,Serious,3,Bus,5,1,Clear,National Highway,Damaged,Dark,Signals,111,37,Female,Valid,No,Intersection,10.74812676,96.77258243,4,3,2023-11-01,Assam - Unknown,Serious,Bus,3,5,1,Clear,National Highway,Damaged,Dark,Signals,111,37,Female,Valid,No,10.74812676,96.77258243,Adult,False
Telangana,Unknown,2023,December,Tuesday,10:25,Serious,5,Auto-Rickshaw,7,3,Clear,Village Road,Dry,Dark,Signs,58,62,Male,Valid,No,Straight Road,12.12719676,92.69132377,9,10,2023-12-01,Telangana - Unknown,Serious,Auto-Rickshaw,5,7,3,Clear,Village Road,Dry,Dark,Signs,58,62,Male,Valid,No,12.12719676,92.69132377,Senior,False
Himachal Pradesh,Unknown,2019,September,Wednesday,18:52,Minor,4,Pedestrian,1,3,Rainy,Urban Road,Wet,Daylight,,109,66,Male,Valid,Yes,Curve,14.64085867,74.04680492,8,18,2019-09-01,Himachal Pradesh - Unknown,Minor,Pedestrian,4,1,3,Rainy,Urban Road,Wet,Daylight,,109,66,Male,Valid,Yes,14.64085867,74.04680492,Senior,False
Tamil Nadu,Madurai,2023,January,Sunday,17:11,Minor,4,Bus,9,4,Stormy,Village Road,Dry,Daylight,Signals,70,66,Male,Valid,No,Bridge,12.33839708,94.98726122,1,17,2023-01-01,Tamil Nadu - Madurai,Minor,Bus,4,9,4,Stormy,Village Road,Dry,Daylight,Signals,70,66,Male,Valid,No,12.33839708,94.98726122,Senior,True
Sikkim,Unknown,2020,July,Monday,23:29,Serious,4,Truck,7,0,Stormy,Village Road,Under Construction,Dusk,Signs,111,62,Male,,No,Curve,13.03730965,71.37462554,5,23,2020-07-01,Sikkim - Unknown,Serious,Truck,4,7,0,Stormy,Village Road,Under Construction,Dusk,Signs,111,62,Male,,No,13.03730965,71.37462554,Senior,False
Jammu and Kashmir,Unknown,2021,June,Thursday,23:27,Serious,3,Pedestrian,0,5,Hazy,State Highway,Wet,Dawn,Signs,89,51,Female,Expired,Yes,Curve,15.69756955,91.70604155,5,23,2021-06-01,Jammu and Kashmir - Unknown,Serious,Pedestrian,3,0,5,Hazy,State Highway,Wet,Dawn,Signs,89,51,Female,Expired,Yes,15.69756955,91.70604155,Mid-age,False
Assam,Unknown,2021,November,Saturday,12:14,Serious,3,Car,4,2,Stormy,Village Road,Wet,Dark,Police Checkpost,61,21,Female,,No,Bridge,12.68108707,79.03807551,4,12,2021-11-01,Assam - Unknown,Serious,Car,3,4,2,Stormy,Village Road,Wet,Dark,Police Checkpost,61,21,Female,,No,12.68108707,79.03807551,Young,True
Uttar Pradesh,Lucknow,2022,September,Thursday,20:23,Minor,3,Two-Wheeler,8,3,Rainy,State Highway,Damaged,Dawn,Signals,114,29,Female,Expired,Yes,Bridge,32.21266646,93.46125529,6,20,2022-09-01,Uttar Pradesh - Lucknow,Minor,Two-Wheeler,3,8,3,Rainy,State Highway,Damaged,Dawn,Signals,114,29,Female,Expired,Yes,32.21266646,93.46125529,Young,False
Goa,Unknown,2022,July,Friday,08:10,Minor,3,Car,7,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,42,24,Female,Valid,No,Bridge,10.16631113,93.17364401,7,8,2022-07-01,Goa - Unknown,Minor,Car,3,7,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,42,24,Female,Valid,No,10.16631113,93.17364401,Young,False
Rajasthan,Udaipur,2018,September,Saturday,20:47,Minor,1,Auto-Rickshaw,10,4,Stormy,State Highway,Dry,Dawn,Signs,43,45,Female,Valid,No,Curve,22.16180752,91.3718366,1,20,2018-09-01,Rajasthan - Udaipur,Minor,Auto-Rickshaw,1,10,4,Stormy,State Highway,Dry,Dawn,Signs,43,45,Female,Valid,No,22.16180752,91.3718366,Adult,True
Kerala,Unknown,2021,September,Saturday,21:12,Fatal,2,Pedestrian,1,3,Clear,Urban Road,Dry,Dusk,Police Checkpost,107,53,Female,Valid,Yes,Curve,19.08071433,90.91088265,7,21,2021-09-01,Kerala - Unknown,Fatal,Pedestrian,2,1,3,Clear,Urban Road,Dry,Dusk,Police Checkpost,107,53,Female,Valid,Yes,19.08071433,90.91088265,Mid-age,True
Chhattisgarh,Unknown,2022,December,Monday,10:48,Fatal,2,Truck,0,5,Foggy,Village Road,Dry,Dusk,Signs,66,68,Female,Valid,No,Intersection,34.52422266,76.83569503,2,10,2022-12-01,Chhattisgarh - Unknown,Fatal,Truck,2,0,5,Foggy,Village Road,Dry,Dusk,Signs,66,68,Female,Valid,No,34.52422266,76.83569503,Senior,False
Arunachal Pradesh,Unknown,2023,October,Thursday,14:09,Fatal,1,Truck,2,1,Hazy,State Highway,Damaged,Dark,Signs,69,28,Male,Valid,No,Intersection,11.02505036,70.34665921,6,14,2023-10-01,Arunachal Pradesh - Unknown,Fatal,Truck,1,2,1,Hazy,State Highway,Damaged,Dark,Signs,69,28,Male,Valid,No,11.02505036,70.34665921,Young,False
Manipur,Unknown,2022,March,Monday,10:47,Serious,2,Car,5,4,Stormy,State Highway,Under Construction,Dawn,Signs,46,44,Male,Valid,Yes,Straight Road,18.74210117,79.68642518,7,10,2022-03-01,Manipur - Unknown,Serious,Car,2,5,4,Stormy,State Highway,Under Construction,Dawn,Signs,46,44,Male,Valid,Yes,18.74210117,79.68642518,Adult,False
Odisha,Unknown,2021,July,Saturday,00:49,Fatal,4,Bus,2,0,Hazy,Urban Road,Under Construction,Dark,,104,59,Male,Expired,Yes,Intersection,34.1757017,73.03221093,9,0,2021-07-01,Odisha - Unknown,Fatal,Bus,4,2,0,Hazy,Urban Road,Under Construction,Dark,,104,59,Male,Expired,Yes,34.1757017,73.03221093,Mid-age,True
Uttar Pradesh,Kanpur,2018,November,Sunday,18:21,Serious,2,Two-Wheeler,9,2,Foggy,Village Road,Dry,Dawn,,107,58,Male,Expired,Yes,Curve,31.3686924,88.15358158,8,18,2018-11-01,Uttar Pradesh - Kanpur,Serious,Two-Wheeler,2,9,2,Foggy,Village Road,Dry,Dawn,,107,58,Male,Expired,Yes,31.3686924,88.15358158,Mid-age,True
Mizoram,Unknown,2020,April,Friday,00:32,Serious,4,Auto-Rickshaw,2,5,Hazy,State Highway,Wet,Daylight,Signs,109,66,Male,Valid,Yes,Intersection,30.06094592,78.03689207,5,0,2020-04-01,Mizoram - Unknown,Serious,Auto-Rickshaw,4,2,5,Hazy,State Highway,Wet,Daylight,Signs,109,66,Male,Valid,Yes,30.06094592,78.03689207,Senior,False
Haryana,Unknown,2023,November,Friday,05:04,Minor,4,Auto-Rickshaw,9,0,Foggy,State Highway,Dry,Dawn,Signals,48,55,Male,Expired,Yes,Straight Road,14.96337633,96.29269582,7,5,2023-11-01,Haryana - Unknown,Minor,Auto-Rickshaw,4,9,0,Foggy,State Highway,Dry,Dawn,Signals,48,55,Male,Expired,Yes,14.96337633,96.29269582,Mid-age,False
Himachal Pradesh,Unknown,2023,February,Friday,12:16,Minor,4,Car,5,0,Hazy,State Highway,Wet,Daylight,Signals,68,52,Male,Valid,Yes,Curve,12.61396486,86.58819024,9,12,2023-02-01,Himachal Pradesh - Unknown,Minor,Car,4,5,0,Hazy,State Highway,Wet,Daylight,Signals,68,52,Male,Valid,Yes,12.61396486,86.58819024,Mid-age,False
Uttarakhand,Unknown,2022,November,Thursday,12:15,Fatal,1,Bus,7,0,Clear,Urban Road,Dry,Dark,Signs,87,30,Male,Valid,Yes,Straight Road,26.05336694,91.85193635,8,12,2022-11-01,Uttarakhand - Unknown,Fatal,Bus,1,7,0,Clear,Urban Road,Dry,Dark,Signs,87,30,Male,Valid,Yes,26.05336694,91.85193635,Young,False
Andhra Pradesh,Vijayawada,2018,October,Wednesday,03:40,Serious,4,Bus,6,3,Rainy,Village Road,Under Construction,Dusk,Signals,117,58,Male,,Yes,Intersection,33.09315171,71.84321551,4,3,2018-10-01,Andhra Pradesh - Vijayawada,Serious,Bus,4,6,3,Rainy,Village Road,Under Construction,Dusk,Signals,117,58,Male,,Yes,33.09315171,71.84321551,Mid-age,False
Tamil Nadu,Coimbatore,2022,May,Saturday,13:58,Fatal,3,Car,8,4,Clear,State Highway,Dry,Dark,Signs,109,37,Male,Expired,No,Bridge,23.03259811,92.99841999,5,13,2022-05-01,Tamil Nadu - Coimbatore,Fatal,Car,3,8,4,Clear,State Highway,Dry,Dark,Signs,109,37,Male,Expired,No,23.03259811,92.99841999,Adult,True
Goa,Unknown,2022,July,Friday,07:03,Minor,5,Truck,9,3,Stormy,National Highway,Damaged,Dusk,,59,23,Female,Valid,Yes,Straight Road,23.43354262,94.75995852,8,7,2022-07-01,Goa - Unknown,Minor,Truck,5,9,3,Stormy,National Highway,Damaged,Dusk,,59,23,Female,Valid,Yes,23.43354262,94.75995852,Young,False
Arunachal Pradesh,Unknown,2020,April,Tuesday,03:42,Serious,1,Truck,8,2,Rainy,National Highway,Wet,Daylight,,90,55,Female,,No,Curve,15.55943553,82.12479565,7,3,2020-04-01,Arunachal Pradesh - Unknown,Serious,Truck,1,8,2,Rainy,National Highway,Wet,Daylight,,90,55,Female,,No,15.55943553,82.12479565,Mid-age,False
Rajasthan,Jaipur,2019,June,Sunday,21:59,Fatal,1,Two-Wheeler,9,0,Rainy,Village Road,Dry,Dawn,,70,56,Male,Valid,No,Intersection,28.7763092,85.58133519,1,21,2019-06-01,Rajasthan - Jaipur,Fatal,Two-Wheeler,1,9,0,Rainy,Village Road,Dry,Dawn,,70,56,Male,Valid,No,28.7763092,85.58133519,Mid-age,True
Assam,Unknown,2019,February,Tuesday,07:57,Fatal,2,Bus,9,3,Stormy,State Highway,Dry,Dusk,Signs,120,21,Female,,No,Intersection,13.05018121,90.17948423,4,7,2019-02-01,Assam - Unknown,Fatal,Bus,2,9,3,Stormy,State Highway,Dry,Dusk,Signs,120,21,Female,,No,13.05018121,90.17948423,Young,False
Karnataka,Mysore,2023,December,Monday,15:59,Fatal,1,Bus,7,5,Foggy,Village Road,Damaged,Dawn,Signals,59,61,Male,Valid,Yes,Curve,16.73933938,73.07032019,1,15,2023-12-01,Karnataka - Mysore,Fatal,Bus,1,7,5,Foggy,Village Road,Damaged,Dawn,Signals,59,61,Male,Valid,Yes,16.73933938,73.07032019,Senior,False
Maharashtra,Pune,2019,June,Saturday,12:09,Minor,3,Pedestrian,8,1,Foggy,Village Road,Dry,Dawn,Signals,63,65,Female,,No,Straight Road,19.48678384,82.57441622,7,12,2019-06-01,Maharashtra - Pune,Minor,Pedestrian,3,8,1,Foggy,Village Road,Dry,Dawn,Signals,63,65,Female,,No,19.48678384,82.57441622,Senior,True
Bihar,Unknown,2023,January,Saturday,19:01,Minor,4,Car,7,2,Hazy,National Highway,Under Construction,Dark,Police Checkpost,34,36,Female,,No,Curve,21.70548022,79.56122781,3,19,2023-01-01,Bihar - Unknown,Minor,Car,4,7,2,Hazy,National Highway,Under Construction,Dark,Police Checkpost,34,36,Female,,No,21.70548022,79.56122781,Adult,True
Rajasthan,Jaipur,2020,June,Saturday,14:31,Minor,1,Auto-Rickshaw,4,0,Foggy,Urban Road,Damaged,Daylight,Signals,119,44,Male,Expired,Yes,Straight Road,14.54506278,72.24484577,1,14,2020-06-01,Rajasthan - Jaipur,Minor,Auto-Rickshaw,1,4,0,Foggy,Urban Road,Damaged,Daylight,Signals,119,44,Male,Expired,Yes,14.54506278,72.24484577,Adult,True
Gujarat,Surat,2019,July,Friday,07:46,Fatal,5,Auto-Rickshaw,8,1,Clear,State Highway,Wet,Dusk,Signals,104,56,Male,,No,Bridge,11.10059427,78.65849825,6,7,2019-07-01,Gujarat - Surat,Fatal,Auto-Rickshaw,5,8,1,Clear,State Highway,Wet,Dusk,Signals,104,56,Male,,No,11.10059427,78.65849825,Mid-age,False
Arunachal Pradesh,Unknown,2020,February,Wednesday,09:05,Minor,1,Cycle,0,5,Foggy,Urban Road,Under Construction,Dusk,,46,21,Female,Valid,No,Straight Road,24.48674115,69.97699697,1,9,2020-02-01,Arunachal Pradesh - Unknown,Minor,Cycle,1,0,5,Foggy,Urban Road,Under Construction,Dusk,,46,21,Female,Valid,No,24.48674115,69.97699697,Young,False
Madhya Pradesh,Unknown,2020,December,Saturday,15:42,Minor,1,Pedestrian,9,1,Clear,State Highway,Under Construction,Dawn,Signs,38,67,Female,Valid,Yes,Straight Road,15.79302494,68.7485453,5,15,2020-12-01,Madhya Pradesh - Unknown,Minor,Pedestrian,1,9,1,Clear,State Highway,Under Construction,Dawn,Signs,38,67,Female,Valid,Yes,15.79302494,68.7485453,Senior,True
Jammu and Kashmir,Unknown,2020,January,Monday,21:09,Minor,3,Truck,10,2,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,90,56,Male,Expired,Yes,Straight Road,23.69343198,71.91982239,2,21,2020-01-01,Jammu and Kashmir - Unknown,Minor,Truck,3,10,2,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,90,56,Male,Expired,Yes,23.69343198,71.91982239,Mid-age,False
Gujarat,Surat,2020,January,Friday,04:30,Minor,3,Two-Wheeler,9,5,Clear,National Highway,Under Construction,Daylight,,62,23,Female,,Yes,Intersection,12.16779331,95.93033824,3,4,2020-01-01,Gujarat - Surat,Minor,Two-Wheeler,3,9,5,Clear,National Highway,Under Construction,Daylight,,62,23,Female,,Yes,12.16779331,95.93033824,Young,False
Nagaland,Unknown,2020,November,Saturday,23:41,Serious,2,Cycle,1,5,Clear,Urban Road,Dry,Daylight,,100,22,Male,Valid,Yes,Curve,20.99078275,83.93635654,1,23,2020-11-01,Nagaland - Unknown,Serious,Cycle,2,1,5,Clear,Urban Road,Dry,Daylight,,100,22,Male,Valid,Yes,20.99078275,83.93635654,Young,True
Nagaland,Unknown,2020,March,Saturday,20:41,Fatal,2,Car,5,1,Clear,Urban Road,Wet,Dawn,Signs,117,34,Female,Valid,Yes,Intersection,22.37991468,96.00884267,9,20,2020-03-01,Nagaland - Unknown,Fatal,Car,2,5,1,Clear,Urban Road,Wet,Dawn,Signs,117,34,Female,Valid,Yes,22.37991468,96.00884267,Adult,True
Jammu and Kashmir,Unknown,2019,August,Monday,04:54,Serious,3,Auto-Rickshaw,8,0,Stormy,Urban Road,Wet,Dark,Signs,112,21,Female,Valid,Yes,Intersection,9.399235494,80.54243847,2,4,2019-08-01,Jammu and Kashmir - Unknown,Serious,Auto-Rickshaw,3,8,0,Stormy,Urban Road,Wet,Dark,Signs,112,21,Female,Valid,Yes,9.399235494,80.54243847,Young,False
Madhya Pradesh,Unknown,2020,September,Friday,17:51,Serious,5,Truck,10,5,Hazy,National Highway,Wet,Dawn,Signals,72,19,Female,,No,Straight Road,17.08831551,77.04266786,6,17,2020-09-01,Madhya Pradesh - Unknown,Serious,Truck,5,10,5,Hazy,National Highway,Wet,Dawn,Signals,72,19,Female,,No,17.08831551,77.04266786,Young,False
Telangana,Unknown,2019,March,Wednesday,09:47,Serious,5,Auto-Rickshaw,4,3,Hazy,State Highway,Wet,Dawn,Police Checkpost,110,61,Female,,Yes,Curve,11.62919628,82.67811402,5,9,2019-03-01,Telangana - Unknown,Serious,Auto-Rickshaw,5,4,3,Hazy,State Highway,Wet,Dawn,Police Checkpost,110,61,Female,,Yes,11.62919628,82.67811402,Senior,False
Tripura,Unknown,2018,March,Thursday,22:38,Serious,3,Pedestrian,10,3,Rainy,State Highway,Damaged,Dark,Signs,96,41,Male,Expired,Yes,Bridge,9.711124203,80.74583897,7,22,2018-03-01,Tripura - Unknown,Serious,Pedestrian,3,10,3,Rainy,State Highway,Damaged,Dark,Signs,96,41,Male,Expired,Yes,9.711124203,80.74583897,Adult,False
Assam,Unknown,2021,December,Wednesday,03:12,Serious,4,Two-Wheeler,9,5,Foggy,National Highway,Wet,Dawn,Signs,109,48,Female,,Yes,Curve,34.72892627,71.06427584,5,3,2021-12-01,Assam - Unknown,Serious,Two-Wheeler,4,9,5,Foggy,National Highway,Wet,Dawn,Signs,109,48,Female,,Yes,34.72892627,71.06427584,Mid-age,False
Haryana,Unknown,2022,June,Wednesday,06:32,Serious,4,Car,3,3,Foggy,Urban Road,Damaged,Dusk,Signs,77,69,Female,,No,Bridge,16.70355381,86.58396313,6,6,2022-06-01,Haryana - Unknown,Serious,Car,4,3,3,Foggy,Urban Road,Damaged,Dusk,Signs,77,69,Female,,No,16.70355381,86.58396313,Senior,False
Jammu and Kashmir,Unknown,2023,August,Monday,06:41,Serious,1,Two-Wheeler,5,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,64,22,Female,,No,Bridge,29.86661004,74.26510729,3,6,2023-08-01,Jammu and Kashmir - Unknown,Serious,Two-Wheeler,1,5,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,64,22,Female,,No,29.86661004,74.26510729,Young,False
Nagaland,Unknown,2021,June,Friday,08:28,Serious,4,Truck,5,2,Hazy,Village Road,Under Construction,Dusk,Signs,106,23,Female,,Yes,Straight Road,14.87529768,85.96805069,1,8,2021-06-01,Nagaland - Unknown,Serious,Truck,4,5,2,Hazy,Village Road,Under Construction,Dusk,Signs,106,23,Female,,Yes,14.87529768,85.96805069,Young,False
Tamil Nadu,Chennai,2018,November,Saturday,01:42,Fatal,2,Truck,1,5,Foggy,State Highway,Wet,Dark,Police Checkpost,50,65,Male,Valid,Yes,Bridge,26.4005735,86.85583168,5,1,2018-11-01,Tamil Nadu - Chennai,Fatal,Truck,2,1,5,Foggy,State Highway,Wet,Dark,Police Checkpost,50,65,Male,Valid,Yes,26.4005735,86.85583168,Senior,True
Goa,Unknown,2022,August,Wednesday,14:37,Serious,2,Truck,1,5,Rainy,Village Road,Under Construction,Dark,Police Checkpost,55,37,Male,,No,Curve,28.52615222,72.40872074,8,14,2022-08-01,Goa - Unknown,Serious,Truck,2,1,5,Rainy,Village Road,Under Construction,Dark,Police Checkpost,55,37,Male,,No,28.52615222,72.40872074,Adult,False
